Artwork,Medium,Culture,Period,Provenance,Image Location,War-Gear,Context,Wielder,Description 1,Description 2,Description 3,Description 4,Held 1,Held 2,Notes
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 69,Spear,V,W,SLS,BB,Lug,n/a,R,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 70,Spear,P (H),W?,SLS,LB,Lug,n/a,R,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 72v,Sword,V,W,RP,CG,n/v,n/a,R,Rev,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 72v,Sword,V,W,RP,CG,n/v,n/a,R,HRev,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 72v,Sword,V,W,RP,CG,n/v,n/a,R,Up,Sheathed blade
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 72v,Sword,V,W,RP,CG,n/v,n/a,L,Rev,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 73,Spear,V,Xtn (A),SLS,BB,Lug,n/a,Bth,HFwd,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 73v,Spear,V,Xtn (BF),SLS,LB,Lug,n/a,L,Up,
"London, British Library MS Harley 603: Harley Psalter",Illuminated Manuscript,Anglo-Saxon,1000-1025,"Canterbury, Christ Church",Folio 73v,Sword,V,Xtn (BF),n/v,CG,n/v,n/a,L,Up,
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 22,Sword,Ent,El (WB),RP,SGPr,n/v,n/a,R,Up,
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 24v,Sword,V,El (R),TLP,SGPr,SG,n/a,R,Up,Lge proportion
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 24v,Sword,V,El (R),TLP,SGPr,n/v,n/a,R,Up,Lge proportion
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 24v,Sword,V,El (R),Disc,SG,n/a,n/a,R,Rev,Discarded
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 24v,Sword,V,W,TLP,SG,n/v,n/a,R,Up,
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 24v,Spear,V,W,SLS,BB,Lug,n/a,R,Up,
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 24v,Spear,V,W,SLS,BB,Lug,n/a,L,Up,
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 24v,Sword,V,W,TLP,SG,n/v,n/a,R,Rev,
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 24v,Sword,V,W,Disc?,SG,n/a,n/a,R,Rev,
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 24v,Spear,V,W,SLS,BB,Lug,n/a,L,Up,Pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 24v,Spear,P (H),El (R),SLS,BB,Lug,n/a,R,Up,
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 24v,Spear,P (H),El (Ret?),SLS,BB,Lug,n/a,R,Up,
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25,Spear,P (H),El (Ret?),SLS,LozB,Lug,n/a,n/v,Up,Ball lug; pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25,Spear,P (H),El (Ret?),SLS,LozB,Lug,n/a,n/v,Up,Ball lug; pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25,Spear,P (H),El (Ret?),SLS,LozB,Lug,n/a,n/v,Up,Ball lug; pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25,Spear,P (H),El (Ret?),SLS,LozB,Lug,n/a,n/v,Up,Ball lug; pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25,Spear,P (H),El (Ret?),SLS,LozB,Lug,n/a,n/v,Up,Pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25,Spear,P (H),El (Ret?),SLS,LozB,Lug,n/a,n/v,Up,Pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25,Spear,P (H),El (Ret?),SLS,LozB,Lug,n/a,n/v,Up,Pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25,Spear,P (H),El (Ret?),SLS,LozB,Lug,n/a,n/v,Up,Pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25,Spear,P (H),El (Ret?),SLS,LozB,Lug,n/a,n/v,Up,Pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25,Spear,P (H),El (Ret?),SLS,LozB,Lug,n/a,n/v,Up,Pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25,Spear,P (H),El (Ret?),SLS,LozB,Lug,n/a,n/v,Up,Pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25,Spear,P (H),El (Ret?),SLS,LozB,n/v,n/a,n/v,Up,Pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25,Spear,P (H),El (Ret?),SLS,LozB,n/v,n/a,n/v,Up,Pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25,Spear,P (H),Xtn (BF),SLS,BB,Lug,n/a,R,Up,Pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25,Spear,P (H),El (Ret?),SLS,BB,Lug,n/a,R,Up,Pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25,Spear,P (H),El (Ret?),SLS,BB,Lug,n/a,R,Up,Pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25,Spear,P (H),El (Ret?),SLS,BB,Lug,n/a,R,Up,Pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25,Spear,P (H),El (Ret?),SLS,BB,Lug,n/a,n/v,Up,Pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25,Spear,P (H),El (Ret?),SLS,BB,Lug,n/a,n/v,Up,Pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25,Spear,P (H),El (Ret?),SLS,BB,Lug,n/a,n/v,Up,Pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25,Spear,P (H),El (Ret?),SLS,LozB,Lug,n/a,R,Up,Crossing heads
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25,Spear,P (H),El (Ret?),SLS,LozB,Lug,n/a,R,Up,Crossing heads
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25,Spear,P (H),El (Ret?),SLS,LozB,Lug,n/a,R,Up,Crossing heads
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25,Spear,P (H),El (Ret?),SLS,LozB,Lug,n/a,R,Up,Crossing heads
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25,Spear,P (H),El (Ret?),SLS,BB,Lug,n/a,R,Up,Crossing heads
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25,Spear,P (H),El (Ret?),SLS,LozB,Lug,n/a,R,Up,Crossing heads
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25,Spear,P (H),El (Ret?),SLS,LozB,Lug,n/a,R,Up,Crossing heads
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25,Sword,V,El (Ret?),TLP,SH,n/v,n/a,R,Up,Lge proportion
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25,Sword,V,El (Ret?),TLP,SG,n/v,n/a,R,Up,
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25,Sword,V,El (Ret?),TLP,SG,n/v,n/a,R,Up,
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25,Sword,V,El (Ret?),TLP,SG,n/v,n/a,R,Up,
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25v,Sword,V,El (Ret?),TLP,SG,SG,n/a,R,Up,
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25v,Sword,V,El (Ret?),TLP,SG,SG,n/a,R,Up,
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25v,Sword,V,El (Ret?),TLP,SG,SG,n/a,R,Up,Pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25v,Spear,V,El (Ret?),SLS,LozB,n/v,n/a,Bth,Rev,Pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25v,Spear,V,El (Ret?),SLS,LozB,Lug,n/a,R,HFwd,Ball lug; pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25v,Sword,V,El (Ret?),n/v,n/v,n/v,n/a,L,Rev,
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25v,Sword,V,El (Ret?),TLP,SG,n/v,n/a,R,Rev,
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25v,Spear,P (H),Xtn (BF),SLS,BB,Lug,n/a,R,Up,Pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25v,Spear,P (H),El (Ret?),SLS,BB,Lug,n/a,R,Up,Pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25v,Spear,P (H),El (Ret?),SLS,BB,Lug,n/a,R,Up,Pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25v,Spear,P (H),El (Ret?),SLS,BB,Lug,n/a,L,Up,Pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25v,Spear,P (H),El (Ret?),SLS,BB,Lug,n/a,n/v,Up,Pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25v,Spear,P (H),El (Ret?),SLS,BB,Lug,n/a,R,Up,Pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25v,Spear,P (H),El (Ret?),SLS,BB,Lug,n/a,R,Up,Pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25v,Spear,P (H),El (Ret?),SLS,BB,Lug,n/a,R,Up,Pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25v,Spear,P (H),El (Ret?),SLS,BB,Lug,n/a,R,Up,Pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 25v,Spear,P (H),El (Ret?),SLS,BB,Lug,n/a,R,Up,Pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 34,Sword,Ent,El (WB),TLP,SG,n/v,n/a,R,Up,Pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 36v,Sword,Ent,Xtn (BF),Disc,SG,n/a,n/a,L,Up,
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 37,Spear,P (H),El (R),SLS,LozB,n/a,n/a,R,HFwd,
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 37,Spear,P (H),Xtn (BF),SLS,LozB,n/a,n/a,R,Up,
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 37,Spear,P (H),El (Ret?),SLS,LozB,n/a,n/a,R,Up,
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 38,Sword,P (H),El (WB),TLP,SG,n/v,n/a,R,Up,Lge proportion
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 38,Sword,R,El (WB),TLP,SG,n/v,n/a,R,Rev,Presented; Lge proportion
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 38,Sword,V (Sac),Xtn (BF),TLP,SG,n/v,n/a,R,Up,Lge proportion
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 38v,Sword,P (H),El (WB),TLP,SG,n/v,n/a,L,Up,
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 39,Spear,P (H),Xtn (BF),SLS,LozB,Lug,n/a,R,Up,Ball lug; lge proportion
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 39v,Spear,P (H),Wk (S),SLS,LozB,Lug,n/a,R,Up,Ball lug; curling barbs
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 44,Spear,T,Man,SLS,LozB,Lug,n/a,R,Up,?Shepherd; pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 47,Spear,P (H),Xtn (BF),SLS,BB,Lug,n/a,Bth,Up,
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 47,Spear,P (H),Xtn (BF),SLS,BB,Lug,Skt,L,Up,
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 47,Spear,P (H),Man,SLS,LozB,Lug,n/a,R,Up,
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 48,Spear,P (H),Xtn (BF),SLS,LozB,Lug,n/a,R,Up,Ball lug
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 48,Sword,Ent,El (WB),TLP,SG,n/v,n/a,R,Up,
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 48,Spear,P (H),Wk (M),SLS,BB,Lug,n/a,L,Up,
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 48,Spear,P (H),Wk (M),SLS,LozB,Lug,Skt,R,Up,
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 48v,Sword,P (H),Wk (M?),HP,SG,SG,n/a,R,Rev,
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 49,Spear,T,Wk (S),SLS,BB,Lug,n/a,R,Up,?Shepherd; pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 49,Spear,T,Wk (S),SLS,LozB,Lug,n/a,R,HRev,?Shepherd; pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 49,Spear,T,Wk (S),SLS,BB,n/a,n/a,L,Up,?Shepherd; pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 49v,Spear,T,Wk (S),SLS,LozB,Lug,n/a,R,HFwd,?Shepherd; ball lug; pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 49v,Spear,T,Wk (S),SLS,BB,Lug,n/a,Bth,HRev,?Shepherd; ball lug; pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 51,Spear,P (H),W,SLS,BB,Lug,n/a,L,Up,Pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 51,Spear,P (H),W,SLS,BB,Lug,n/a,L,Up,Pierces frame
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 51,Spear,P (H),W,SLS,BB,Lug,n/a,L,Up,
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 51,Spear,P (H),W,SLS,BB,Lug,n/a,L,Up,
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 51,Spear,P (H),W,SLS,BB,Lug,n/a,L,Up,
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 51,Spear,P (H),W,SLS,BB,Lug,n/a,L,Up,
"London, British Library MS Cotton Claudius B.IV: Ælfric, Hexateuch etc.",Illuminated Manuscript,Anglo-Saxon,1000-1050,"Canterbury, St Augustine's",Folio 51,Spear,P (H),W,SLS,LozB,Lug,n/a,L,Up,Pierces frame
